"","X.1","X","Biome_type","Country","Site","Latitude","Longitude","Citation","Species","Species_Group","Time_period","Start_year","End_year","Start_cover","End_cover","Total_cover_change","Annual.rate","Method","Plot.ID","Continent","Trend","Biome_trend","tempc","precip","Absolute_change","lat_cat","long_cat","geo.coords"
"81",81,99,"Tundra","Canada","Site 7, Arctic NWT",68.59,-133.65,"Lantz et al. 2013","Tall shrubs (Alnus viridis subsp. Fruticosa, B. glandulosa, S. glauca and S. pulchra)","Group",32,1972,2004,"35.5","61.4",25.9,0.809375,"Repeat photography","t81","North America","Increase","Tundra_increase",-8.8,239,0.809375,60,-140,"_ 60 _ -140 _"
"82",82,100,"Tundra","Canada","Site 8, Arctic NWT",68.54,-133.66,"Lantz et al. 2013","Tall shrubs (Alnus viridis subsp. Fruticosa, B. glandulosa, S. glauca and S. pulchra)","Group",32,1972,2004,"86","95.2",9.2,0.2875,"Repeat photography","t82","North America","Increase","Tundra_increase",-8.9,264,0.2875,60,-140,"_ 60 _ -140 _"
"83",83,101,"Tundra","Canada","Site 9, Arctic NWT",68.56,-133.67,"Lantz et al. 2013","Tall shrubs (Alnus viridis subsp. Fruticosa, B. glandulosa, S. glauca and S. pulchra)","Group",32,1972,2004,"89.8","98.5",8.7,0.271875,"Repeat photography","t83","North America","Increase","Tundra_increase",-8.9,248,0.271875,60,-140,"_ 60 _ -140 _"
"84",84,104,"Tundra","Canada","Sverdrup Pass, Ellesmere Island, Nunavut (SV)",79.13,-79.73,"Boulanger-Lapointe et al. 2014","Salix arctica","Species",23,1986,2009,"16","17",1,0.043478261,"Dendroecology, Ecological monitoring, Repeat photography","t84","North America","Increase","Tundra_increase",-19.4,96,0.043478261,70,-80,"_ 70 _ -80 _"
"85",85,105,"Tundra","Canada","Sverdrup Pass, Ellesmere Island, Nunavut (SP)",79.13,-79.73,"Boulanger-Lapointe et al. 2014","Salix arctica","Species",12,1997,2009,"4","1",-3,-0.25,"Dendroecology, Ecological monitoring, Repeat photography","t85","North America","Decrease","Tundra_decrease",-19.4,96,0.25,70,-80,"_ 70 _ -80 _"
"86",86,106,"Tundra","Canada","Sverdrup Pass, Ellesmere Island, Nunavut (SG)",79.13,-79.73,"Boulanger-Lapointe et al. 2014","Salix arctica","Species",5,2004,2009,"2","10",8,1.6,"Dendroecology, Ecological monitoring, Repeat photography","t86","North America","Increase","Tundra_increase",-19.4,96,1.6,70,-80,"_ 70 _ -80 _"
"87",87,107,"Tundra","Russia","Tanlova, Russian Arctic",67.53,69.67,"Frost et al. 2013, Frost & Epstein 2014","Alnus viridis ssp. fruticosa","Species",43,1968,2011,"7.74","9.24",1.5,0.034883721,"Repeat photography, satellite imagery","t87","Asia","Increase","Tundra_increase",-6.4,434,0.034883721,60,60,"_ 60 _ 60 _"
"88",88,108,"Tundra","Greenland","Tasiilaq, Southeast Greenland",65.62,-37.67,"Daniëls et al. 2011","Salix glauca ssp. Callicarpaea","Species",40,1967,2007,NA,NA,0,0,"Ecological monitoring","t88","North America","Stable","Tundra_stable",-2.4,1070,0,60,-40,"_ 60 _ -40 _"
"89",89,109,"Tundra","Greenland","Tasiilaq, Southeast Greenland",65.62,-37.67,"Daniëls et al. 2011","Thymus praecox ssp. Arcticus","Species",40,1967,2007,NA,NA,0,0,"Ecological monitoring","t89","North America","Stable","Tundra_stable",-2.4,1070,0,60,-40,"_ 60 _ -40 _"
"90",90,110,"Tundra","Greenland","Tasiilaq, Southeast Greenland",65.62,-37.67,"Daniëls et al. 2011","Loiseleuria procumbens","Species",40,1967,2007,NA,NA,0,0,"Ecological monitoring","t90","North America","Stable","Tundra_stable",-2.4,1070,0,60,-40,"_ 60 _ -40 _"
"91",91,111,"Tundra","Russia","Taz, Russian Arctic",67.23,74.04,"Frost et al. 2013, Frost & Epstein 2014","Alnus viridis ssp. fruticosa","Species",42,1968,2010,"17.59","18.5",0.91,0.021666667,"Repeat photography, satellite imagery","t91","Asia","Increase","Tundra_increase",-6.6,399,0.021666667,60,70,"_ 60 _ 70 _"
"92",92,112,"Tundra","Russia","Uyandi, Russian Arctic",69.45,141.65,"Frost et al. 2013, Frost & Epstein 2014","Alnus viridis ssp. fruticosa","Species",44,1966,2010,"0.03","0.03",0,0,"Repeat photography, satellite imagery","t92","Asia","Stable","Tundra_stable",-13.7,211,0,60,140,"_ 60 _ 140 _"
"93",93,113,"Tundra","Russia","Velikaya, Russian Arctic",63.73,175.1,"Frost et al. 2013, Frost & Epstein 2014","Alnus viridis ssp. fruticosa","Species",40,1969,2009,"22.35","22.17",-0.18,-0.0045,"Repeat photography, satellite imagery","t93","Asia","Stable","Tundra_stable",-5.9,358,0.0045,60,170,"_ 60 _ 170 _"
"94",94,116,"Tundra","Greenland","Zackenberg, Northeast Greenland",74.28,-21.33,"Schmidt et al. 2012","Shrubs (Cassiope tetragona, Dryas sp, Salix arctica, Vaccninium uliginosum)","Group",11,1997,2008,NA,NA,-0.02,-0.001818182,"Ecological monitoring","t94","North America","Stable","Tundra_stable",-14.3,265,0.001818182,70,-30,"_ 70 _ -30 _"
"95",95,118,"Tundra","Svalbard","Ny Alesund, Svalbard",78.93,11.83,"Robinson et al. 1998","Dryas octopetala","Species",4,1991,1995,"23.5","32.5",9,2.25,"Ecological monitoring","t95","Europe","Increase","Tundra_increase",-5.1,425,2.25,70,10,"_ 70 _ 10 _"
"96",96,119,"Tundra","Svalbard","Ny Alesund, Svalbard",78.93,11.83,"Robinson et al. 1998","Salix polaris","Species",4,1991,1995,"0.3","0.4",0.1,0.025,"Ecological monitoring","t96","Europe","Increase","Tundra_increase",-5.1,425,0.025,70,10,"_ 70 _ 10 _"
"97",97,120,"Tundra","Sweden","Latnjajaure, Lapland, Sweden",68.35,18.5,"Molau 2010","Vaccinium vitis-idaea","Species",11,1995,2006,"0.7","6.7",6,0.545454545,"Ecological monitoring","t97","Europe","Increase","Tundra_increase",-3.7,771,0.545454545,60,10,"_ 60 _ 10 _"
"98",98,121,"Tundra","Greenland","Disko Island, Greenland",69.255,-53.52,"Callaghan et al. 2011","Salix glauca ssp. Calicarpea","Species",42,1967,2009,NA,NA,-1,-0.023809524,"Ecological monitoring","t98","North America","Decrease","Tundra_decrease",-4,372,0.023809524,60,-60,"_ 60 _ -60 _"
"99",99,122,"Tundra","Greenland","Disko Island, Greenland",69.255,-53.52,"Callaghan et al. 2011","Betula nana","Species",42,1967,2009,"0","2.5",2.5,0.05952381,"Ecological monitoring","t99","North America","Increase","Tundra_increase",-4,372,0.05952381,60,-60,"_ 60 _ -60 _"
"100",100,123,"Tundra","Greenland","Disko Island, Greenland",69.255,-53.52,"Callaghan et al. 2011","Diapensia lapponica","Species",42,1967,2009,"0","2.5",2.5,0.05952381,"Ecological monitoring","t100","North America","Increase","Tundra_increase",-4,372,0.05952381,60,-60,"_ 60 _ -60 _"
"101",101,124,"Tundra","Greenland","Disko Island, Greenland",69.255,-53.52,"Callaghan et al. 2011","Dryas integrifolia","Species",42,1967,2009,NA,NA,7,0.166666667,"Ecological monitoring","t101","North America","Increase","Tundra_increase",-4,372,0.166666667,60,-60,"_ 60 _ -60 _"
"102",102,125,"Tundra","Greenland","Disko Island, Greenland",69.255,-53.52,"Callaghan et al. 2011","Vaccinium uliginosum","Species",42,1967,2009,NA,NA,10,0.238095238,"Ecological monitoring","t102","North America","Increase","Tundra_increase",-4,372,0.238095238,60,-60,"_ 60 _ -60 _"
"103",103,126,"Tundra","Greenland","Disko Island, Greenland",69.255,-53.52,"Callaghan et al. 2011","Vaccinium uligonosum ssp.","Species",42,1967,2009,NA,NA,1,0.023809524,"Ecological monitoring","t103","North America","Increase","Tundra_increase",-4,372,0.023809524,60,-60,"_ 60 _ -60 _"
"104",104,127,"Tundra","Greenland","Disko Island, Greenland",69.255,-53.52,"Callaghan et al. 2011","Salix glauca ssp.","Species",42,1967,2009,NA,NA,28,0.666666667,"Ecological monitoring","t104","North America","Increase","Tundra_increase",-4,372,0.666666667,60,-60,"_ 60 _ -60 _"
"105",105,128,"Tundra","Canada","Hudson Bay, subarctic Québec, Canada",55.235066,-77.775769,"Angers-Blondin & Boudreau 2017","Empetrum nigrum L. subsp. hermaphroditum","Species",5,2007,2012,NA,NA,0.4,0.08,"Ecological monitoring","t105","North America","Increase","Tundra_increase",-3.8,622,0.08,50,-80,"_ 50 _ -80 _"
"106",106,129,"Tundra","Sweden","Abisko Scientific Research Station, Sweden",68.21,14.48,"Becher et al. 2018","Salix aizoides","Species",28,1984,2012,"2.5","3",0.5,0.017857143,"Ecological monitoring","t106","Europe","Increase","Tundra_increase",5.6,1814,0.017857143,60,10,"_ 60 _ 10 _"
"107",107,130,"Tundra","Sweden","Abisko Scientific Research Station, Sweden",68.21,14.48,"Becher et al. 2018","Arctostaphylos alpina","Species",28,1984,2012,"1","1.5",0.5,0.017857143,"Ecological monitoring","t107","Europe","Increase","Tundra_increase",5.6,1814,0.017857143,60,10,"_ 60 _ 10 _"
"108",108,131,"Tundra","Sweden","Abisko Scientific Research Station, Sweden",68.21,14.48,"Becher et al. 2018","Dryas octopetala","Species",28,1984,2012,"4.5","8",3.5,0.125,"Ecological monitoring","t108","Europe","Increase","Tundra_increase",5.6,1814,0.125,60,10,"_ 60 _ 10 _"
"109",109,132,"Tundra","Sweden","Abisko Scientific Research Station, Sweden",68.21,14.48,"Becher et al. 2018","Vaccinium uliginosum","Species",28,1984,2012,"0","1",1,0.035714286,"Ecological monitoring","t109","Europe","Increase","Tundra_increase",5.6,1814,0.035714286,60,10,"_ 60 _ 10 _"
"110",110,133,"Tundra","Sweden","Abisko Scientific Research Station, Sweden",68.21,14.48,"Becher et al. 2018","Salix myrsinifolia","Species",28,1984,2012,"0","1",1,0.035714286,"Ecological monitoring","t110","Europe","Increase","Tundra_increase",5.6,1814,0.035714286,60,10,"_ 60 _ 10 _"
"111",111,134,"Tundra","Sweden","Abisko Scientific Research Station, Sweden",68.21,14.48,"Becher et al. 2018","Rhododendron lapponicum","Species",28,1984,2012,"0","1.5",1.5,0.053571429,"Ecological monitoring","t111","Europe","Increase","Tundra_increase",5.6,1814,0.053571429,60,10,"_ 60 _ 10 _"
"112",112,135,"Tundra","Sweden","Abisko Scientific Research Station, Sweden",68.21,14.48,"Becher et al. 2018","Empetrum nigrum ","Species",28,1984,2012,"0","1.5",1.5,0.053571429,"Ecological monitoring","t112","Europe","Increase","Tundra_increase",5.6,1814,0.053571429,60,10,"_ 60 _ 10 _"
"113",113,136,"Tundra","Sweden","Abisko Scientific Research Station, Sweden",68.21,14.48,"Becher et al. 2018","Betula nana","Species",28,1984,2012,"0","2",2,0.071428571,"Ecological monitoring","t113","Europe","Increase","Tundra_increase",5.6,1814,0.071428571,60,10,"_ 60 _ 10 _"
"114",114,137,"Tundra","USA","Denali National Park, Alaska",63.616,-150.738,"Brodie et al. 2019","Shrubs","Group",54,1956,2010,"61.1","60.1",-1,-0.018518519,"Repeat photography","t114","North America","Decrease","Tundra_decrease",-3.7,566,0.018518519,60,-160,"_ 60 _ -160 _"
"115",115,138,"Tundra","Iceland","AKUREYRI:GA66",65.59293,-17.97208,"Magnusson et al. 2005","Evergreen shrubs","Group",17,1998,2015,"3.615384615","6.461538462",2.846153846,0.167420814,"Ecological monitoring","t115","Europe","Increase","Tundra_increase",1.1,469,0.167420814,60,-20,"_ 60 _ -20 _"
"116",116,139,"Tundra","Iceland","AKUREYRI:HR58",65.56427,-18.1559,"Bjorkman et al. 2018","Evergreen shrubs","Group",17,1998,2015,"4.035714286","17.71428571",13.67857143,0.804621849,"Ecological monitoring","t116","Europe","Increase","Tundra_increase",1.4,493,0.804621849,60,-20,"_ 60 _ -20 _"
"117",117,140,"Tundra","Iceland","AKUREYRI:MD72",65.51392,-18.0768,"Magnusson et al. 2005","Evergreen shrubs","Group",17,1998,2015,"0.928571429","10.28571429",9.357142857,0.550420168,"Ecological monitoring","t117","Europe","Increase","Tundra_increase",2.1,384,0.550420168,60,-20,"_ 60 _ -20 _"
"118",118,141,"Tundra","Iceland","AKUREYRI:SB63",65.44984,-18.24216,"Magnusson et al. 2005","Evergreen shrubs","Group",17,1998,2015,"2.04","9.26",7.22,0.424705882,"Ecological monitoring","t118","Europe","Increase","Tundra_increase",1.6,433,0.424705882,60,-20,"_ 60 _ -20 _"
"119",119,142,"Tundra","Iceland","AKUREYRI:SY59",65.50548,-18.22637,"Magnusson et al. 2005","Evergreen shrubs","Group",17,1998,2015,"0.888888889","19.55555556",18.66666667,1.098039216,"Ecological monitoring","t119","Europe","Increase","Tundra_increase",0.4,505,1.098039216,60,-20,"_ 60 _ -20 _"
"120",120,143,"Tundra","Canada","ALEXFIORD:CASSIOPE",78.87448,-75.78341,"Elmendorf et al. 2012","Evergreen shrubs","Group",12,1995,2007,"12.05555556","14.33333333",2.277777778,0.189814815,"Ecological monitoring","t120","North America","Increase","Tundra_increase",-14.6,130,0.189814815,70,-80,"_ 70 _ -80 _"
"121",121,144,"Tundra","Canada","ALEXFIORD:CASSIOPE_COVER",78.87448,-75.78341,"Hudson & Henry 2009","Evergreen shrubs","Group",26,1981,2007,"30.45","28.85",-1.6,-0.061538462,"Ecological monitoring","t121","North America","Decrease","Tundra_decrease",-14.6,130,0.061538462,70,-80,"_ 70 _ -80 _"
"122",122,145,"Tundra","Canada","ALEXFIORD:DOMEDOLOMITE",78.86221,-75.90053,"Elmendorf et al. 2012","Evergreen shrubs","Group",13,1995,2008,"1.5","1.25",-0.25,-0.019230769,"Ecological monitoring","t122","North America","Decrease","Tundra_decrease",-16.7,152,0.019230769,70,-80,"_ 70 _ -80 _"
"123",123,146,"Tundra","Canada","ALEXFIORD:DOMEGRANITE",78.86192,-75.90385,"Elmendorf et al. 2012","Evergreen shrubs","Group",13,1995,2008,"0","0",0,0,"Ecological monitoring","t123","North America","Stable","Tundra_stable",-16.7,152,0,70,-80,"_ 70 _ -80 _"
"124",124,147,"Tundra","Canada","ALEXFIORD:DRYAS",78.8719,-75.7826,"Elmendorf et al. 2012","Evergreen shrubs","Group",20,1995,2015,"9.8","15.01818182",5.218181818,0.260909091,"Ecological monitoring","t124","North America","Increase","Tundra_increase",-14.6,130,0.260909091,70,-80,"_ 70 _ -80 _"
"125",125,148,"Tundra","Canada","ALEXFIORD:FERT",78.87107,-75.79107,"Elmendorf et al. 2012","Evergreen shrubs","Group",15,1995,2010,"12.88888889","8.333333333",-4.555555556,-0.303703704,"Ecological monitoring","t125","North America","Decrease","Tundra_decrease",-14.7,132,0.303703704,70,-80,"_ 70 _ -80 _"
"126",126,149,"Tundra","Canada","ALEXFIORD:LEVDOLOMITE",78.86221,-75.90053,"Levesque 1997, unpublished data","Evergreen shrubs","Group",17,1992,2009,"1.805555556","0.333333333",-1.472222222,-0.086601307,"Ecological monitoring","t126","North America","Decrease","Tundra_decrease",-16.7,152,0.086601307,70,-80,"_ 70 _ -80 _"
"127",127,150,"Tundra","Canada","ALEXFIORD:LEVGRANITE",78.86192,-75.90385,"Levesque 1997, unpublished data","Evergreen shrubs","Group",17,1992,2009,"0.166666667","1.166666667",1,0.058823529,"Ecological monitoring","t127","North America","Increase","Tundra_increase",-16.7,152,0.058823529,70,-80,"_ 70 _ -80 _"
"128",128,151,"Tundra","Canada","ALEXFIORD:MEADOW",78.87558,-75.80909,"Elmendorf et al. 2012","Evergreen shrubs","Group",15,1995,2010,"13","10.72727273",-2.272727273,-0.151515152,"Ecological monitoring","t128","North America","Decrease","Tundra_decrease",-14.5,129,0.151515152,70,-80,"_ 70 _ -80 _"
"129",129,152,"Tundra","Canada","ALEXFIORD:WILLOW",78.87421,-75.79867,"Elmendorf et al. 2012","Evergreen shrubs","Group",20,1995,2015,"6.5","10.33333333",3.833333333,0.191666667,"Ecological monitoring","t129","North America","Increase","Tundra_increase",-14.7,135,0.191666667,70,-80,"_ 70 _ -80 _"
"130",130,153,"Tundra","USA","ANWR:ATIGUN-A",68.4746405,-149.3521345,"Jorgenson et al. 2000;","Evergreen shrubs","Group",10,1997,2007,"11.25","10.5",-0.75,-0.075,"Ecological monitoring","t130","North America","Decrease","Tundra_decrease",-11.4,311,0.075,60,-150,"_ 60 _ -150 _"
"131",131,154,"Tundra","USA","ANWR:ATIGUN-B",68.4759725,-149.352222,"Jorgenson et al. 2000;","Evergreen shrubs","Group",10,1997,2007,"1.75","0.85",-0.9,-0.09,"Ecological monitoring","t131","North America","Decrease","Tundra_decrease",-12.1,329,0.09,60,-150,"_ 60 _ -150 _"
"132",132,155,"Tundra","USA","ANWR:ATIGUN-C",68.454758,-149.319503,"Jorgenson et al. 2000; unpubl data","Evergreen shrubs","Group",10,1997,2007,"28.8","25.6",-3.2,-0.32,"Ecological monitoring","t132","North America","Decrease","Tundra_decrease",-10.3,245,0.32,60,-150,"_ 60 _ -150 _"
"133",133,156,"Tundra","USA","ANWR:JAGO-A",69.70312,-143.626875,"Jorgenson et al. 1997; Unpubl. Data","Evergreen shrubs","Group",9,1996,2005,"6.775","5.825",-0.95,-0.105555556,"Ecological monitoring","t133","North America","Decrease","Tundra_decrease",-9,168,0.105555556,60,-150,"_ 60 _ -150 _"
"134",134,157,"Tundra","USA","ANWR:JAGO-B",69.71159,-143.616045,"Jorgenson et al. 1997; Unpubl. Data","Evergreen shrubs","Group",9,1996,2005,"4.2","4.4",0.2,0.022222222,"Ecological monitoring","t134","North America","Increase","Tundra_increase",-9,171,0.022222222,60,-150,"_ 60 _ -150 _"
"135",135,158,"Tundra","Canada","ATQASUK:AD",70.45373011,-157.4073879,"Hollister et al. 2005; Unpubl. data","Evergreen shrubs","Group",15,1997,2012,"7.147368421","5.568421053",-1.578947368,-0.105263158,"Ecological monitoring","t135","North America","Decrease","Tundra_decrease",-11.1,138,0.105263158,70,-160,"_ 70 _ -160 _"
"136",136,159,"Tundra","Canada","ATQASUK:AG",70.451449,-157.403942,"Hollister et al. 2005; Hollister et al. 2015;","Evergreen shrubs","Group",4,2010,2014,"5.564516129","12.56451613",7,1.75,"Ecological monitoring","t136","North America","Increase","Tundra_increase",-11.1,138,1.75,70,-160,"_ 70 _ -160 _"
"137",137,160,"Tundra","Canada","ATQASUK:RATE_BETULA_SHRUB",70.456021,-157.414293,"Elmendorf et al. 2012","Evergreen shrubs","Group",9,2000,2009,"4.961708333","6.784654167",1.822945833,0.202549537,"Ecological monitoring","t137","North America","Increase","Tundra_increase",-11.1,138,0.202549537,70,-160,"_ 70 _ -160 _"
"138",138,161,"Tundra","Canada","ATQASUK:RATE_CAREX_ WET_MEADOW",70.456021,-157.414293,"Elmendorf et al. 2012","Evergreen shrubs","Group",9,2000,2009,"0.033333333","1.125",1.091666667,0.121296296,"Ecological monitoring","t138","North America","Increase","Tundra_increase",-11.1,138,0.121296296,70,-160,"_ 70 _ -160 _"
"139",139,162,"Tundra","Canada","ATQASUK:RATE_DRYAS_HEATH",70.456021,-157.414293,"Elmendorf et al. 2012","Evergreen shrubs","Group",9,2000,2009,"2.400345833","2.689583333",0.2892375,0.0321375,"Ecological monitoring","t139","North America","Increase","Tundra_increase",-11.1,138,0.0321375,70,-160,"_ 70 _ -160 _"
"140",140,163,"Tundra","Canada","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW",70.456021,-157.414293,"Elmendorf et al. 2012","Evergreen shrubs","Group",9,2000,2009,"4.941861111","4.023033333",-0.918827778,-0.102091975,"Ecological monitoring","t140","North America","Decrease","Tundra_decrease",-11.1,138,0.102091975,70,-160,"_ 70 _ -160 _"
"141",141,164,"Tundra","Iceland","AUDKULUHEIDI:BETULAHEATH",65.21748,-19.71319,"Jónsdóttir et al. 2005; Unpubl. data","Evergreen shrubs","Group",11,1996,2007,"3.3","2.65",-0.65,-0.059090909,"Ecological monitoring","t141","Europe","Decrease","Tundra_decrease",0.5,507,0.059090909,60,-20,"_ 60 _ -20 _"
"142",142,165,"Tundra","USA","BARROW:BD",71.31502696,-156.6010247,"Hollister et al. 2005; Unpubl. data
","Evergreen shrubs","Group",17,1995,2012,"10.84","21.36",10.52,0.618823529,"Ecological monitoring","t142","North America","Increase","Tundra_increase",-10.9,117,0.618823529,70,-160,"_ 70 _ -160 _"
"143",143,166,"Tundra","USA","BARROW:DRY_HEATH_ORDINATION",71.29,-156.64,"Elmendorf et al. 2015","Evergreen shrubs","Group",9,1999,2008,"9.083333333","5.223333333",-3.86,-0.428888889,"Ecological monitoring","t143","North America","Decrease","Tundra_decrease",-10.9,117,0.428888889,70,-160,"_ 70 _ -160 _"
"144",144,167,"Tundra","Iceland","BLONDUOS:SD33",65.50305,-20.22768,"Magnusson et al. 2005","Evergreen shrubs","Group",18,1997,2015,"0","0.5",0.5,0.027777778,"Ecological monitoring","t144","Europe","Increase","Tundra_increase",1.7,388,0.027777778,60,-30,"_ 60 _ -30 _"
"145",145,168,"Tundra","Iceland","BLONDUOS:SD34",65.50146,-20.22503,"Magnusson et al. 2005","Evergreen shrubs","Group",18,1997,2015,"9.480769231","7.692307692",-1.788461538,-0.099358974,"Ecological monitoring","t145","Europe","Decrease","Tundra_decrease",1.4,404,0.099358974,60,-30,"_ 60 _ -30 _"
"146",146,169,"Tundra","USA","BROOKS:SHEEN-B",68.5734993,-143.7246513,"Jorgenson et al. 1997; Unpubl. Data","Evergreen shrubs","Group",10,1998,2008,"13.36666667","15.63333333",2.266666667,0.226666667,"Ecological monitoring","t146","North America","Increase","Tundra_increase",-10.3,218,0.226666667,60,-150,"_ 60 _ -150 _"
"147",147,170,"Tundra","Canada","BYLOT:MESPOLYGON",73.1682958,-79.9044525,"Elmendorf et al. 2015","Evergreen shrubs","Group",6,2002,2008,"0.823529412","1.379811184",0.556281772,0.092713629,"Ecological monitoring","t147","North America","Increase","Tundra_increase",-14.1,211,0.092713629,70,-80,"_ 70 _ -80 _"
