Number,Citation,Country,Site,Continent,Vegetation.Description,Biome,Biome_type,Area.Sampled.km2,Method,Start_cover,End_cover,Total_cover_change,Start_year,End_year,Time_period,Annual.rate,Landuse,Species,Woody.functional.type,Species_Group,Latitude,Longitude,Rainfall,Temp,Causes,Drivers,Notes,MGC questions
59,Pinheiro 2006,Brazil,"Corumbataí, SP",South America,,savanna,Savanna,0.387,aerial photos and remote sensing,11,92,81,1962,2005,43,1.88372093,natural remnant previously used as pasture,"Daphnopsis fasciculata, Amaioua guianensis, Copaifera langsdorffii, Pera glabrata, Siparuna guianensis, Miconia chartacea, Ocotea pulchella, Virola sebifera",trees,Group,-22.25,-47,1517.6,20.4,fire suppression,Fire suppression,Obs: the cover corresponds to the expansion of the forest physionomy over na area previously occupied by typical savanna.  Climate: Dry season in the winter,
60,Durigan et al 1987,Brazil,"Assis, SP",South America,,savanna,Savanna,1.8,aerial photos and remote sensing,12,41.4,29.4,1962,1984,22,1.336363636,natural remnant previously used as pasture,"Copaifera langsdorffii, Machaerium acutifolium, Ocotea corymbosa, Vochysia tucanorum, Leptolobium elegans, Pera glabrata, Anadenanthera falcata",trees,Group,-22.58,-50.42,1400,21.8,fire suppression and cattle exclusion,Fire suppression,"The same area in Durigan 2006, cover estimated from the maps. Climate corrected from Pineiro & Durigan 2009",I can't access the article even through the university - any chance you might have it?
60,Durigan et al 1987,Brazil,"Assis, SP",South America,,savanna,Savanna,1.8,aerial photos and remote sensing,12,41.4,29.4,1962,1984,22,1.336363636,natural remnant previously used as pasture,"Copaifera langsdorffii, Machaerium acutifolium, Ocotea corymbosa, Vochysia tucanorum, Leptolobium elegans, Pera glabrata, Anadenanthera falcata",trees,Group,-22.58,-50.42,1400,21.8,fire suppression and cattle exclusion,Cattle exclusion,"The same area in Durigan 2006, cover estimated from the maps. Climate corrected from Pineiro & Durigan 2009",I can't access the article even through the university - any chance you might have it?
61,Durigan 2006,Brazil,"Assis, SP",South America,,savanna,Savanna,1.8,aerial photos and remote sensing,12,86,74,1962,2003,41,1.804878049,natural remnant previously used as pasture,"Copaifera langsdorffii, Machaerium acutifolium, Ocotea corymbosa, Vochysia tucanorum, Leptolobium elegans, Pera glabrata, Anadenanthera falcata",trees,Group,-22.58,-50.42,1401,21.8,fire suppression and cattle exclusion,Fire suppression,"The same area in Durigan et al 1987, cover estimated from the maps, species extracted from Durigan et al 1987",
61,Durigan 2006,Brazil,"Assis, SP",South America,,savanna,Savanna,1.8,aerial photos and remote sensing,12,86,74,1962,2003,41,1.804878049,natural remnant previously used as pasture,"Copaifera langsdorffii, Machaerium acutifolium, Ocotea corymbosa, Vochysia tucanorum, Leptolobium elegans, Pera glabrata, Anadenanthera falcata",trees,Group,-22.58,-50.42,1401,21.8,fire suppression and cattle exclusion,Cattle exclusion,"The same area in Durigan et al 1987, cover estimated from the maps, species extracted from Durigan et al 1987",
62,Pinheiro e Durigan 2009,Brazil,"Assis, SP",South America,,savanna,Savanna,13.12,aerial photos and remote sensing,53,91,38,1962,2006,44,0.863636364,natural remnant previously used as pasture,"Copaifera langsdorffii,  Protium heptaphyllum, Ocotea corymbosa, Pera glabrata, faramea montevidensis",trees,Group,-22.58,-50.38,1400,21.8,fire suppression and cattle exclusion,Fire suppression,"Dominant species in the forest physiognomy extracted from PINHEIRO, E.S.; DURIGAN, G.2012. Diferenças florísticas e estruturais entre fitofisionomias do Cerrado em Assis, SP, Brasil. Revista Árvore 36:181-193.",
62,Pinheiro e Durigan 2009,Brazil,"Assis, SP",South America,,savanna,Savanna,13.12,aerial photos and remote sensing,53,91,38,1962,2006,44,0.863636364,natural remnant previously used as pasture,"Copaifera langsdorffii,  Protium heptaphyllum, Ocotea corymbosa, Pera glabrata, faramea montevidensis",trees,Group,-22.58,-50.38,1400,21.8,fire suppression and cattle exclusion,Cattle exclusion,"Dominant species in the forest physiognomy extracted from PINHEIRO, E.S.; DURIGAN, G.2012. Diferenças florísticas e estruturais entre fitofisionomias do Cerrado em Assis, SP, Brasil. Revista Árvore 36:181-193.",
63,Cardoso et al 2009,Brazil,"Uberlândia, MG",South America,,forest - savanna,Savanna,4.09,aerial photos and remote sensing,9.5,15.7,6.2,1987,2005,18,0.344444444,natural remnant previously used as pasture,trees/shrubs,na,Group,-19.16,-48.4,1482,22.8,cattle exclusion and decrease in fire frequency,Cattle exclusion,"Even potected, there was fire in 1992 and 2003 burnign part of the area.",Sum of mata mesofila and cerradao
63,Cardoso et al 2009,Brazil,"Uberlândia, MG",South America,,forest - savanna,Savanna,4.09,aerial photos and remote sensing,9.5,15.7,6.2,1987,2005,18,0.344444444,natural remnant previously used as pasture,trees/shrubs,na,Group,-19.16,-48.4,1482,22.8,cattle exclusion and decrease in fire frequency,Fire suppression,"Even potected, there was fire in 1992 and 2003 burnign part of the area.",Sum of mata mesofila and cerradao
64,Rezende 2002,Brazil,"Faz Água Limpa, DF",South America,,savanna,Savanna,1.8,stem mesurement,0,11,11,1995,2000,5,2.2,Succession after cerrado deforestation,"Kielmeyera coriaceae, Qualea parviflora, Roupala montana, Rourea induta, Erythroxyllum suberosum, Dalbergia miscolobium",trees,Group,-15.95,-47.93,1600,20.4,sprouting after clearcutting,Deforestation,Experiment of deforestation and dynamics of regeneration. Two fires in the period of observations,
65,Eugenio 2011,Brazil,"Faz Água Limpa, DF,  and Alto Paraíso, GO",South America,,savanna,Savanna,0.16,line interception,1.58,2.51,0.93,2000,2009,9,0.103333333,protected area,"Handroanthus ochraceus, Myrcia cf tomentosa, Psidium australe, Roupala montana, Stryphnodendron adstringens, Miconia albicans",trees,Group,-15.91,-47.9,1451,28.5,fire suppression,Fire suppression,Grassland with sparse trees,
66,Almeida 2013,"Faz Água Limpa, DF",Brazil,South America,,savanna,Savanna,0.019,stem measurement,54,61,7,1985,2012,27,0.259259259,protected area,"Acinodendron pohlianum, Kielmeyera coriacea, Schefflera macrocarpa, Myrsine guianensis, Vochysia thyrsoidea",trees,Group,-15.57,-47.93,1469,22.1,decrease in fire frequency,Fire suppression,Four fire events occured in the period (27 ys). Species listed are those whith high increase in density,
67,Lopes e Schiavini 2007,Brazil,"Uberlândia, MG",South America,,savanna,Savanna,0.006,stem measurement,97,97,0,1989,2002,13,0,"protected area, cattle grazing untill 1984","Tapirira guianensis, Callophyllum brasiliense, Protium heptaphyllum, Faramea hyacinthina",trees,Group,-19.1,-48.38,1482,22.8,natural dynamics,Soil moisture,"Gallery forest in Cerrado region. Two sample areas, average presented. Climate data obtained from another study",
68,Souza 2010,Brazil,"Brasília, DF",South America,,savanna,Savanna,0.005,stem measurement,52,65,13,1991,2009,18,0.722222222,"protected area since 1973, one fire 1994","Sclerolobium paniculatum, Blepharocalyx salicifolius, Miconia pohliana,
Miconia albicans, Roupala montana, Myrsine guianensis",trees,Group,-15.57,-47.88,1469,21.9,decrease in fire frequency,Fire suppression,"Cerrado stricto sensu, one fire in 1994. ",
69,Mews et al 2011,Brazil,"Nova Xavantina, MT",South America,,savanna,Savanna,0.005,stem measurement,70,74,4,2002,2006,4,1,protected area,"Roupala montana, Aspidosperma tomentosum, Emmotum nitens, Cybianthus detergens, Cordiera sessilis, Odontadenia lutea, Byrsonima verbascifolia, Erythroxylum engleri e Erythroxylum testaceum",trees,Group,-14.7,-52.35,1536,25.5,fire suppression,Fire suppression,One fire in 2001. The species listed are those increasing in density and those not recorded in the first survey.,
70,Roitman et al 2008,Brazil,"Correntina, BA",South America,,savanna,Savanna,0.013,stem measurement,57,61,4,1991,2004,13,0.307692308,protected area,"Qualea grandiflora, Sclerolobium paniculatum, Kielmeyera coriacea, Byrsonima crassa; Neea theifera, Eremanthus glomeratus, Couepia grandiflora, and Miconia albicans Triana.",trees,Group,-13.66,-45.58,1325,21.3,fire exclusion ,Fire suppression,protected from fire and surrounded by eucalypt plantation. Species listed increased or appeared in the last survey,
71,Aquino et al 2007,Brazil,"Balsas, MA",South America,,savanna,Savanna,0.0064,stem measurement,49,51,2,1995,2002,7,0.285714286,protected area,"Sclerolobium paniculatum, Byrsonima coccolobifolia",trees,Group,-8.48,-46.87,1049,26,natural succession under fire,Fire increases,"MGC - can't find this in the paper //evidences of fire in 1996,1998, 2000  and 2002",
72,Aquino et al 2007,Brazil,"Balsas, MA",South America,,savanna,Savanna,0.0064,stem measurement,43,50,7,1995,2002,7,1,protected area,"Byrsonima coccolobifolia, Vochysia rufa, Qualea parviflora, Davilla elliptica, Byrsonima crassa, ",trees,Group,-8.48,-46.87,1050,26,natural succession under fire,Fire increases,"evidences of fire in 1996,1998, 2000  and 2003",
73,"Durigan 2014, unpublished data",Brazil,"Assis, SP",South America,,savanna,Savanna,0.015,stem measurement,76,78,2,2006,2011,5,0.4,protected area,"Rapanea umbellata, Nectandra cuspidata,  Myrcia fallax, Siparuna guianensis",trees,Group,-22.58,-50.38,1400,21.8,fire suppression,Fire suppression, Permanent plots in a biomass  gradient from cerrado s.s. to cerradão,
74,"Durigan 2014, unpublished data",Brazil,"Assis, SP",South America,,savanna,Savanna,0.001,canopy diameter and stem measurement,22,34,12,2005,2012,7,1.714285714,pasture,Stryphnodendron rotundifolium,trees,Species,-22.58,-50.4,1400,21.8,natural succession with cattle,Increased grazing,"old pasture in an experiment of cattle exclusion, this line refers to grazed plots",
74,"Durigan 2014, unpublished data",Brazil,"Assis, SP",South America,,savanna,Savanna,0.001,canopy diameter and stem measurement,22,34,12,2005,2012,7,1.714285714,pasture,Stryphnodendron rotundifolium,trees,Species,-22.58,-50.4,1400,21.8,natural succession with cattle,Cattle exclusion,"old pasture in an experiment of cattle exclusion, this line refers to grazed plots",
75,"Durigan 2014, unpublished data",Brazil,"Assis, SP",South America,,savanna,Savanna,0.001,canopy diameter and stem measurement,19,39,20,2005,2012,7,2.857142857,protected plots,Anadenanthera peregrina var falcata,trees,Species,-22.58,-50.4,1400,21.8,Natural succession after cattle exclusion,Increased grazing,"old pasture in an experiment of cattle exclusion, this line refers to exclosure plots",
75,"Durigan 2014, unpublished data",Brazil,"Assis, SP",South America,,savanna,Savanna,0.001,canopy diameter and stem measurement,19,39,20,2005,2012,7,2.857142857,protected plots,Anadenanthera peregrina var falcata,trees,Species,-22.58,-50.4,1400,21.8,Natural succession after cattle exclusion,Cattle exclusion,"old pasture in an experiment of cattle exclusion, this line refers to exclosure plots",
76,Giampietro 2005,Brazil,"Assis, SP",South America,,savanna,Savanna,0.003,stem measurement,92,94,2,1992,2004,12,0.166666667,protected area,"Matayba elaeagnoides. Machaerium brasiliense, Myrcia multiflora ",trees,Group,-22.58,-50.36,1400,21.8,Natural succession,Fire suppression,"Gallery forest in a Cerrado fragment, protected from fire since 1959",
77,Lima et al 2009,Brazil,"Nova Xavantina, MT",South America,,savanna,Savanna,0.0063,stem measurement,58,57,-1,1997,2002,5,-0.2,na,trees,trees,Group,-14.54,-52.44,1600,25.5,"Fire occurring, density and basal area decreased",Fire increases,Fire occurred in 2002. Temperature obtained from Mews et al.,
78,Sharp and Whittaker 2004,Australia,"Victoria River, Northern Territory",Australia,,savanna,Savanna,16.2,aerial photographs,12.6,22.7,10.1,1948,1993,45,0.224444444,commercial ranching,Eucalyptus microtheca,trees,Species,-15.67,130.5,938,,extreme overgrazing by cattle and prolonged heavy grazing,Increased grazing,episodic invasions peaking around the mid 1970,
78,Sharp and Whittaker 2004,Australia,"Victoria River, Northern Territory",Australia,,savanna,Savanna,16.2,aerial photographs,12.6,22.7,10.1,1948,1993,45,0.224444444,commercial ranching,Eucalyptus microtheca,trees,Species,-15.67,130.5,938,,extreme overgrazing by cattle and prolonged heavy grazing,Pathogens & invasive species,episodic invasions peaking around the mid 1970,
79,Sharp and Whittaker 2004,Australia,"Victoria River, Northern Territory",Australia,,savanna,Savanna,16.2,aerial photographs,1.6,9.7,8.1,1948,1993,45,0.18,commercial ranching,Eucalyptus parvifolia,trees,Species,-15.67,130.5,938,,extreme overgrazing by cattle and prolonged heavy grazing,Increased grazing,episodic invasions peaking around the mid 1971,
79,Sharp and Whittaker 2004,Australia,"Victoria River, Northern Territory",Australia,,savanna,Savanna,16.2,aerial photographs,1.6,9.7,8.1,1948,1993,45,0.18,commercial ranching,Eucalyptus parvifolia,trees,Species,-15.67,130.5,938,,extreme overgrazing by cattle and prolonged heavy grazing,Pathogens & invasive species,episodic invasions peaking around the mid 1971,
80,Sharp and Whittaker 2004,Australia,"Victoria River, Northern Territory",Australia,,savanna,Savanna,16.2,aerial photographs,10.2,19.6,9.4,1948,1993,45,0.208888889,commercial ranching,Eucaliptys microtheca/parvifolia,trees,Species,-15.67,130.5,938,,extreme overgrazing by cattle and prolonged heavy grazing,Increased grazing,episodic invasions peaking around the mid 1972,
80,Sharp and Whittaker 2004,Australia,"Victoria River, Northern Territory",Australia,,savanna,Savanna,16.2,aerial photographs,10.2,19.6,9.4,1948,1993,45,0.208888889,commercial ranching,Eucaliptys microtheca/parvifolia,trees,Species,-15.67,130.5,938,,extreme overgrazing by cattle and prolonged heavy grazing,Pathogens & invasive species,episodic invasions peaking around the mid 1972,
81,Sharp and Whittaker 2004,Australia,"Victoria River, Northern Territory",Australia,,savanna,Savanna,16.2,aerial photographs,1.7,4.4,2.7,1948,1993,45,0.06,commercial ranching,Terminalia spp.,trees ,Species,-15.67,130.5,938,,extreme overgrazing by cattle and prolonged heavy grazing,Increased grazing,episodic invasions peaking around the mid 1973,
81,Sharp and Whittaker 2004,Australia,"Victoria River, Northern Territory",Australia,,savanna,Savanna,16.2,aerial photographs,1.7,4.4,2.7,1948,1993,45,0.06,commercial ranching,Terminalia spp.,trees ,Species,-15.67,130.5,938,,extreme overgrazing by cattle and prolonged heavy grazing,Pathogens & invasive species,episodic invasions peaking around the mid 1973,
82,Sharp and Bowmann 2004,Australia,Northwestern Australia,Australia,lowland savanna woodland,savanna,Savanna,14,aerial photographs,NA,NA,-0.78,1948,1995,47,-0.016595745,commercial ranching,Melaleuca minutifolia,woody cover,Species,-15.7,130.8,935,,Extended wet season,Increase of wet areas,"wet areas have increased, dry areas not",Average across the 5 different groups in absolute percentage cover change
83,Fensham et al 2003 Modelling trens,Australia,Central Queensland,Australia,Eucalypt us orgadophila open woodland on gently undulating clay soils from basalts and shales,savanna,Savanna,na,aerial photo,8.44,13.37,4.93,1960,1996,36,0.136944444,commericial ranching,Eucalypt us orgadophila,trees (overstory),Species,-23.29,148.22,,,,Droughts,,
84,Fensham et al 2003 Modelling trens,Australia,Central Queensland,Australia,Eucalyptus melanophloia woodland on level sand sheets,savanna,Savanna,na,aerial photo,20.12,24.69,4.57,1951,1996,45,0.101555556,commericial ranching,Eucalyptus melanophloia,trees (overstory),Species,-23.29,148.22,,,,Droughts,,
85,Fensham et al 2003 Modelling trens,Australia,Central Queensland,Australia,Eucalyptus crebea  open forest and woodland on hills,savanna,Savanna,na,aerial photo,35.63,41.48,5.85,1952,1994,42,0.139285714,commericial ranching,Eucalyptus crebea,trees (overstory),Species,-23.29,148.22,,,,Droughts,,
86,Fensham et al 2003 Modelling trens,Australia,Central Queensland,Australia,Eucalyptus populnea and E.meanophloia woodland  on tecture contrast soils,savanna,Savanna,,aerial photo,24.6,29.24,4.64,1952,1993,41,0.113170732,commericial ranching,Eucalyptus populnea and E.meanophloia,trees (overstory),Species,-23.29,148.22,,,,Droughts,,
87,Burrows 2002,Australia,Central Queensland,Australia,Eucalyptus/Corymbia savanna,savanna ,Savanna,0.8,live tree basal area,26.9,29.8,2.9,1984,1999,15,0.193333333,commercial ranching,Eucalyptus/Corymbia,trees (overstory),Group,-24.3,148.45,,,livestock and altered fire regime,Increased grazing,,
87,Burrows 2002,Australia,Central Queensland,Australia,Eucalyptus/Corymbia savanna,savanna ,Savanna,0.8,live tree basal area,26.9,29.8,2.9,1984,1999,15,0.193333333,commercial ranching,Eucalyptus/Corymbia,trees (overstory),Group,-24.3,148.45,,,livestock and altered fire regime,Fire suppression,,
89,Fensham et al 2009,Australia,North Central queensland,Australia,,savanna,Savanna,,aerial photo,21.7,21.4,-0.3,1946,2002,56,-0.005357143,commercial ranching,tree,woody cover,Group,-19.93,145.72,,,drought,Droughts,,
90,Lehmann et al 2009,Australia,Kakadu National Park,Australia,Eucalyptus savanna (E. tetrodonta/E. miniata),savanna,Savanna,,aerial photo,62.7,67.6,4.9,1964,2004,40,0.1225,conservation no elephants,Eucalyptus tetrodonta/E. miniata,tree cover,Species,-12.69,132.85,,,Reduced fire,Fire suppression,,
91,Sharp and Bowmann 2004 b,Australia,North west australia,Australia,sandstone-plateau savanna,savanna,Savanna,,aerial photo,25,25.2,0.2,1948,1995,47,0.004255319,commericial ranching,Eucalyptus species,woody cover,Group,-15.4,130.3,,,,Increased rainfall,,
98,"Witt, Harrington et al 2009",Australia,SW Queensland,Australia,Mulga,savanna,Savanna,,aerial photographs,not reported,not reported,5.8,1950,2000,50,0.116,,Acacia and Eucalyptus spp,"above average rainfall, herbivory",Group,-27.37,144.32,280,,,Increased rainfall,,
