"","Biome_type","Country","Site","Latitude","Longitude","Citation","Species","Species_Group","Time_period","Start_year","End_year","Start_cover","End_cover","Total_cover_change","Annual.rate","Method","Plot.ID","Continent","Trend","Biome_trend"
"127","Tundra","Greenland","Disko Island, Greenland",69.255,-53.52,"Callaghan et al. 2011","Salix glauca ssp.","Species",42,1967,2009,NA,NA,28,0.666666667,"Ecological monitoring","t104","North America","Increase","Tundra_increase"
"128","Tundra","Canada","Hudson Bay, subarctic Québec, Canada",55.235066,-77.775769,"Angers-Blondin & Boudreau 2017","Empetrum nigrum L. subsp. hermaphroditum","Species",5,2007,2012,NA,NA,0.4,0.08,"Ecological monitoring","t105","North America","Increase","Tundra_increase"
"129","Tundra","Sweden","Abisko Scientific Research Station, Sweden",68.21,14.48,"Becher et al. 2018","Salix aizoides","Species",28,1984,2012,"2.5","3",0.5,0.017857143,"Ecological monitoring","t106","Europe","Increase","Tundra_increase"
"130","Tundra","Sweden","Abisko Scientific Research Station, Sweden",68.21,14.48,"Becher et al. 2018","Arctostaphylos alpina","Species",28,1984,2012,"1","1.5",0.5,0.017857143,"Ecological monitoring","t107","Europe","Increase","Tundra_increase"
"131","Tundra","Sweden","Abisko Scientific Research Station, Sweden",68.21,14.48,"Becher et al. 2018","Dryas octopetala","Species",28,1984,2012,"4.5","8",3.5,0.125,"Ecological monitoring","t108","Europe","Increase","Tundra_increase"
"132","Tundra","Sweden","Abisko Scientific Research Station, Sweden",68.21,14.48,"Becher et al. 2018","Vaccinium uliginosum","Species",28,1984,2012,"0","1",1,0.035714286,"Ecological monitoring","t109","Europe","Increase","Tundra_increase"
"133","Tundra","Sweden","Abisko Scientific Research Station, Sweden",68.21,14.48,"Becher et al. 2018","Salix myrsinifolia","Species",28,1984,2012,"0","1",1,0.035714286,"Ecological monitoring","t110","Europe","Increase","Tundra_increase"
"134","Tundra","Sweden","Abisko Scientific Research Station, Sweden",68.21,14.48,"Becher et al. 2018","Rhododendron lapponicum","Species",28,1984,2012,"0","1.5",1.5,0.053571429,"Ecological monitoring","t111","Europe","Increase","Tundra_increase"
"135","Tundra","Sweden","Abisko Scientific Research Station, Sweden",68.21,14.48,"Becher et al. 2018","Empetrum nigrum ","Species",28,1984,2012,"0","1.5",1.5,0.053571429,"Ecological monitoring","t112","Europe","Increase","Tundra_increase"
"136","Tundra","Sweden","Abisko Scientific Research Station, Sweden",68.21,14.48,"Becher et al. 2018","Betula nana","Species",28,1984,2012,"0","2",2,0.071428571,"Ecological monitoring","t113","Europe","Increase","Tundra_increase"
"137","Tundra","USA","Denali National Park, Alaska",63.616,-150.738,"Brodie et al. 2019","Shrubs","Group",54,1956,2010,"61.1","60.1",-1,-0.018518519,"Repeat photography","t114","North America","Decrease","Tundra_decrease"
"138","Tundra","Iceland","AKUREYRI:GA66",65.59293,-17.97208,"Magnusson et al. 2005","Evergreen shrubs","Group",17,1998,2015,"3.615384615","6.461538462",2.846153846,0.167420814,"Ecological monitoring","t115","Europe","Increase","Tundra_increase"
"139","Tundra","Iceland","AKUREYRI:HR58",65.56427,-18.1559,"Bjorkman et al. 2018","Evergreen shrubs","Group",17,1998,2015,"4.035714286","17.71428571",13.67857143,0.804621849,"Ecological monitoring","t116","Europe","Increase","Tundra_increase"
"140","Tundra","Iceland","AKUREYRI:MD72",65.51392,-18.0768,"Magnusson et al. 2005","Evergreen shrubs","Group",17,1998,2015,"0.928571429","10.28571429",9.357142857,0.550420168,"Ecological monitoring","t117","Europe","Increase","Tundra_increase"
"141","Tundra","Iceland","AKUREYRI:SB63",65.44984,-18.24216,"Magnusson et al. 2005","Evergreen shrubs","Group",17,1998,2015,"2.04","9.26",7.22,0.424705882,"Ecological monitoring","t118","Europe","Increase","Tundra_increase"
"142","Tundra","Iceland","AKUREYRI:SY59",65.50548,-18.22637,"Magnusson et al. 2005","Evergreen shrubs","Group",17,1998,2015,"0.888888889","19.55555556",18.66666667,1.098039216,"Ecological monitoring","t119","Europe","Increase","Tundra_increase"
"143","Tundra","Canada","ALEXFIORD:CASSIOPE",78.87448,-75.78341,"Elmendorf et al. 2012","Evergreen shrubs","Group",12,1995,2007,"12.05555556","14.33333333",2.277777778,0.189814815,"Ecological monitoring","t120","North America","Increase","Tundra_increase"
"144","Tundra","Canada","ALEXFIORD:CASSIOPE_COVER",78.87448,-75.78341,"Hudson & Henry 2009","Evergreen shrubs","Group",26,1981,2007,"30.45","28.85",-1.6,-0.061538462,"Ecological monitoring","t121","North America","Decrease","Tundra_decrease"
"145","Tundra","Canada","ALEXFIORD:DOMEDOLOMITE",78.86221,-75.90053,"Elmendorf et al. 2012","Evergreen shrubs","Group",13,1995,2008,"1.5","1.25",-0.25,-0.019230769,"Ecological monitoring","t122","North America","Decrease","Tundra_decrease"
"146","Tundra","Canada","ALEXFIORD:DOMEGRANITE",78.86192,-75.90385,"Elmendorf et al. 2012","Evergreen shrubs","Group",13,1995,2008,"0","0",0,0,"Ecological monitoring","t123","North America","Stable","Tundra_stable"
"147","Tundra","Canada","ALEXFIORD:DRYAS",78.8719,-75.7826,"Elmendorf et al. 2012","Evergreen shrubs","Group",20,1995,2015,"9.8","15.01818182",5.218181818,0.260909091,"Ecological monitoring","t124","North America","Increase","Tundra_increase"
"148","Tundra","Canada","ALEXFIORD:FERT",78.87107,-75.79107,"Elmendorf et al. 2012","Evergreen shrubs","Group",15,1995,2010,"12.88888889","8.333333333",-4.555555556,-0.303703704,"Ecological monitoring","t125","North America","Decrease","Tundra_decrease"
"149","Tundra","Canada","ALEXFIORD:LEVDOLOMITE",78.86221,-75.90053,"Levesque 1997, unpublished data","Evergreen shrubs","Group",17,1992,2009,"1.805555556","0.333333333",-1.472222222,-0.086601307,"Ecological monitoring","t126","North America","Decrease","Tundra_decrease"
"150","Tundra","Canada","ALEXFIORD:LEVGRANITE",78.86192,-75.90385,"Levesque 1997, unpublished data","Evergreen shrubs","Group",17,1992,2009,"0.166666667","1.166666667",1,0.058823529,"Ecological monitoring","t127","North America","Increase","Tundra_increase"
"151","Tundra","Canada","ALEXFIORD:MEADOW",78.87558,-75.80909,"Elmendorf et al. 2012","Evergreen shrubs","Group",15,1995,2010,"13","10.72727273",-2.272727273,-0.151515152,"Ecological monitoring","t128","North America","Decrease","Tundra_decrease"
"152","Tundra","Canada","ALEXFIORD:WILLOW",78.87421,-75.79867,"Elmendorf et al. 2012","Evergreen shrubs","Group",20,1995,2015,"6.5","10.33333333",3.833333333,0.191666667,"Ecological monitoring","t129","North America","Increase","Tundra_increase"
"153","Tundra","USA","ANWR:ATIGUN-A",68.4746405,-149.3521345,"Jorgenson et al. 2000;","Evergreen shrubs","Group",10,1997,2007,"11.25","10.5",-0.75,-0.075,"Ecological monitoring","t130","North America","Decrease","Tundra_decrease"
"154","Tundra","USA","ANWR:ATIGUN-B",68.4759725,-149.352222,"Jorgenson et al. 2000;","Evergreen shrubs","Group",10,1997,2007,"1.75","0.85",-0.9,-0.09,"Ecological monitoring","t131","North America","Decrease","Tundra_decrease"
"155","Tundra","USA","ANWR:ATIGUN-C",68.454758,-149.319503,"Jorgenson et al. 2000; unpubl data","Evergreen shrubs","Group",10,1997,2007,"28.8","25.6",-3.2,-0.32,"Ecological monitoring","t132","North America","Decrease","Tundra_decrease"
"156","Tundra","USA","ANWR:JAGO-A",69.70312,-143.626875,"Jorgenson et al. 1997; Unpubl. Data","Evergreen shrubs","Group",9,1996,2005,"6.775","5.825",-0.95,-0.105555556,"Ecological monitoring","t133","North America","Decrease","Tundra_decrease"
"157","Tundra","USA","ANWR:JAGO-B",69.71159,-143.616045,"Jorgenson et al. 1997; Unpubl. Data","Evergreen shrubs","Group",9,1996,2005,"4.2","4.4",0.2,0.022222222,"Ecological monitoring","t134","North America","Increase","Tundra_increase"
"158","Tundra","Canada","ATQASUK:AD",70.45373011,-157.4073879,"Hollister et al. 2005; Unpubl. data","Evergreen shrubs","Group",15,1997,2012,"7.147368421","5.568421053",-1.578947368,-0.105263158,"Ecological monitoring","t135","North America","Decrease","Tundra_decrease"
"159","Tundra","Canada","ATQASUK:AG",70.451449,-157.403942,"Hollister et al. 2005; Hollister et al. 2015;","Evergreen shrubs","Group",4,2010,2014,"5.564516129","12.56451613",7,1.75,"Ecological monitoring","t136","North America","Increase","Tundra_increase"
"160","Tundra","Canada","ATQASUK:RATE_BETULA_SHRUB",70.456021,-157.414293,"Elmendorf et al. 2012","Evergreen shrubs","Group",9,2000,2009,"4.961708333","6.784654167",1.822945833,0.202549537,"Ecological monitoring","t137","North America","Increase","Tundra_increase"
"161","Tundra","Canada","ATQASUK:RATE_CAREX_ WET_MEADOW",70.456021,-157.414293,"Elmendorf et al. 2012","Evergreen shrubs","Group",9,2000,2009,"0.033333333","1.125",1.091666667,0.121296296,"Ecological monitoring","t138","North America","Increase","Tundra_increase"
"162","Tundra","Canada","ATQASUK:RATE_DRYAS_HEATH",70.456021,-157.414293,"Elmendorf et al. 2012","Evergreen shrubs","Group",9,2000,2009,"2.400345833","2.689583333",0.2892375,0.0321375,"Ecological monitoring","t139","North America","Increase","Tundra_increase"
"163","Tundra","Canada","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW",70.456021,-157.414293,"Elmendorf et al. 2012","Evergreen shrubs","Group",9,2000,2009,"4.941861111","4.023033333",-0.918827778,-0.102091975,"Ecological monitoring","t140","North America","Decrease","Tundra_decrease"
"164","Tundra","Iceland","AUDKULUHEIDI:BETULAHEATH",65.21748,-19.71319,"Jónsdóttir et al. 2005; Unpubl. data","Evergreen shrubs","Group",11,1996,2007,"3.3","2.65",-0.65,-0.059090909,"Ecological monitoring","t141","Europe","Decrease","Tundra_decrease"
"165","Tundra","USA","BARROW:BD",71.31502696,-156.6010247,"Hollister et al. 2005; Unpubl. data
","Evergreen shrubs","Group",17,1995,2012,"10.84","21.36",10.52,0.618823529,"Ecological monitoring","t142","North America","Increase","Tundra_increase"
"166","Tundra","USA","BARROW:DRY_HEATH_ORDINATION",71.29,-156.64,"Elmendorf et al. 2015","Evergreen shrubs","Group",9,1999,2008,"9.083333333","5.223333333",-3.86,-0.428888889,"Ecological monitoring","t143","North America","Decrease","Tundra_decrease"
"167","Tundra","Iceland","BLONDUOS:SD33",65.50305,-20.22768,"Magnusson et al. 2005","Evergreen shrubs","Group",18,1997,2015,"0","0.5",0.5,0.027777778,"Ecological monitoring","t144","Europe","Increase","Tundra_increase"
"168","Tundra","Iceland","BLONDUOS:SD34",65.50146,-20.22503,"Magnusson et al. 2005","Evergreen shrubs","Group",18,1997,2015,"9.480769231","7.692307692",-1.788461538,-0.099358974,"Ecological monitoring","t145","Europe","Decrease","Tundra_decrease"
"169","Tundra","USA","BROOKS:SHEEN-B",68.5734993,-143.7246513,"Jorgenson et al. 1997; Unpubl. Data","Evergreen shrubs","Group",10,1998,2008,"13.36666667","15.63333333",2.266666667,0.226666667,"Ecological monitoring","t146","North America","Increase","Tundra_increase"
"170","Tundra","Canada","BYLOT:MESPOLYGON",73.1682958,-79.9044525,"Elmendorf et al. 2015","Evergreen shrubs","Group",6,2002,2008,"0.823529412","1.379811184",0.556281772,0.092713629,"Ecological monitoring","t147","North America","Increase","Tundra_increase"
"171","Tundra","Canada","BYLOT:MESPRAIRIE",73.1399267,-79.9843858,"Elmendorf et al. 2015","Evergreen shrubs","Group",6,2002,2008,"8.4","12.4624059",4.062405902,0.67706765,"Ecological monitoring","t148","North America","Increase","Tundra_increase"
"172","Tundra","Iceland","DALSMYNNI:KD25",65.77286,-19.04222,"Magnusson et al. 2005","Evergreen shrubs","Group",18,1997,2015,"0","63",63,3.5,"Ecological monitoring","t149","Europe","Increase","Tundra_increase"
"173","Tundra","Iceland","DALSMYNNI:KK5",65.80262,-19.36136,"Bjorkman et al. 2018","Evergreen shrubs","Group",8,1997,2005,"6.111111111","10.5",4.388888889,0.548611111,"Ecological monitoring","t150","Europe","Increase","Tundra_increase"
"174","Tundra","Norway","DOVRE:KUNTSHOE",62.3,9.62,"Hofgaard et al. 2010","Evergreen shrubs","Group",9,1999,2008,"5.169965278","6.343137255",1.173171977,0.130352442,"Ecological monitoring","t151","Europe","Increase","Tundra_increase"
"175","Tundra","Iceland","ENDALEN:BIS-H",78.18557,15.74496,"Elmendorf et al. 2012","Evergreen shrubs","Group",6,2003,2009,"5.4","0.6",-4.8,-0.8,"Ecological monitoring","t152","Europe","Decrease","Tundra_decrease"
"176","Tundra","Iceland","ENDALEN:BIS-L",78.18557,15.74496,"Elmendorf et al. 2012","Evergreen shrubs","Group",6,2003,2009,"0.2","0",-0.2,-0.033333333,"Ecological monitoring","t153","Europe","Decrease","Tundra_decrease"
"177","Tundra","Iceland","ENDALEN:CAS-H",78.18557,15.74496,"Elmendorf et al. 2012","Evergreen shrubs","Group",6,2003,2009,"38.3","31.6",-6.7,-1.116666667,"Ecological monitoring","t154","Europe","Decrease","Tundra_decrease"
"178","Tundra","Iceland","ENDALEN:CAS-L",78.18557,15.74496,"Elmendorf et al. 2012","Evergreen shrubs","Group",6,2003,2009,"35.3","19.8",-15.5,-2.583333333,"Ecological monitoring","t155","Europe","Decrease","Tundra_decrease"
"179","Tundra","Iceland","ENDALEN:DRY-H",78.18557,15.74496,"Elmendorf et al. 2012","Evergreen shrubs","Group",6,2003,2009,"18.6","22.6",4,0.666666667,"Ecological monitoring","t156","Europe","Increase","Tundra_increase"
"180","Tundra","Iceland","ENDALEN:DRY-L",78.18557,15.74496,"Elmendorf et al. 2012","Evergreen shrubs","Group",6,2003,2009,"37.6","36.8",-0.8,-0.133333333,"Ecological monitoring","t157","Europe","Decrease","Tundra_decrease"
"181","Tundra","Sweden","FURI:FURI4",61.63542,12.6375,"Vowles et al. 2017","Evergreen shrubs","Group",16,1995,2011,"12.71186441","15.53389831",2.822033898,0.176377119,"Ecological monitoring","t158","Europe","Increase","Tundra_increase"
"182","Tundra","Sweden","FURI:FURI5",61.63542,12.6375,"Vowles et al. 2017","Evergreen shrubs","Group",16,1995,2011,"10.56129032","16.75967742",6.198387097,0.387399194,"Ecological monitoring","t159","Europe","Increase","Tundra_increase"
"183","Tundra","Sweden","FURI:FURI6",61.63542,12.6375,"Vowles et al. 2017","Evergreen shrubs","Group",16,1995,2011,"9.68","11.12545455",1.445454545,0.090340909,"Ecological monitoring","t160","Europe","Increase","Tundra_increase"
"184","Tundra","Iceland","HJARDARLAND:HF73",64.03843,-20.27764,"Bjorkman et al. 2018","Evergreen shrubs","Group",17,1998,2015,"0","0",0,0,"Ecological monitoring","t161","Europe","Stable","Tundra_stable"
"185","Tundra","Iceland","HJARDARLAND:LH92",64.22035,-20.59859,"Magnusson et al. 2005","Evergreen shrubs","Group",17,1998,2015,"1.142857143","1",-0.142857143,-0.008403361,"Ecological monitoring","t162","Europe","Stable","Tundra_stable"
"186","Tundra","Iceland","HOLTAVORDUHEIDI:AH36",65.08352,-20.54624,"Bjorkman et al. 2018","Evergreen shrubs","Group",18,1997,2015,"0.25","2.375",2.125,0.118055556,"Ecological monitoring","t163","Europe","Increase","Tundra_increase"
"187","Tundra","Iceland","HOLTAVORDUHEIDI:AH37",65.06794,-20.58339,"Magnusson et al. 2005","Evergreen shrubs","Group",18,1997,2015,"1.5","1.75",0.25,0.013888889,"Ecological monitoring","t164","Europe","Increase","Tundra_increase"
"188","Tundra","Iceland","HOLTAVORDUHEIDI:AH38",65.07728,-20.58907,"Magnusson et al. 2005","Evergreen shrubs","Group",18,1997,2015,"0.7","10.9",10.2,0.566666667,"Ecological monitoring","t165","Europe","Increase","Tundra_increase"
"189","Tundra","Iceland","HOLTAVORDUHEIDI:VH49",65.22778,-20.43913,"Magnusson et al. 2005","Evergreen shrubs","Group",18,1997,2015,"5.8","13.7",7.9,0.438888889,"Ecological monitoring","t166","Europe","Increase","Tundra_increase"
"190","Tundra","Canada","KLUANE:PIKA",61.21666667,-138.2666667,"Elmendorf et al. 2012","Evergreen shrubs","Group",11,1996,2007,"15.31","51.93",36.62,3.329090909,"Ecological monitoring","t167","North America","Increase","Tundra_increase"
"191","Tundra","Russia","KYTALYK:LAKEBED",70.830638,147.475778,"Blok et al. 2010 GCB","Evergreen shrubs","Group",5,2007,2012,"5.318039625","6.569343066",1.251303441,0.250260688,"Ecological monitoring","t168","Asia","Increase","Tundra_increase"
"192","Tundra","Russia","KYTALYK:RIDGE",70.826777,147.468277,"Blok et al. 2010 GCB","Evergreen shrubs","Group",2,2007,2009,"27.25060827","29.6836983",2.433090024,1.216545012,"Ecological monitoring","t169","Asia","Increase","Tundra_increase"
"193","Tundra","Sweden","LATNJA:DRY_HEATH",68.35572,18.49531,"Molau 1997; Unpubl. data","Evergreen shrubs","Group",13,1995,2008,"3.12","5.52",2.4,0.184615385,"Ecological monitoring","t170","Europe","Increase","Tundra_increase"
"194","Tundra","Sweden","LATNJA:DRY_MEADOW",68.35683,18.49756,"Bjork et al. 2007; Unpubl. data","Evergreen shrubs","Group",18,1996,2014,"11.58333333","8.505",-3.078333333,-0.171018519,"Ecological monitoring","t171","Europe","Decrease","Tundra_decrease"
"195","Tundra","Sweden","LATNJA:LatnjaHeath",68.35,18.49,"Elmendorf et al. 2012","Evergreen shrubs","Group",4,1995,1999,"1.604166667","1.4375",-0.166666667,-0.041666667,"Ecological monitoring","t172","Europe","Decrease","Tundra_decrease"
"196","Tundra","Sweden","LATNJA:TUSSOCK_TUNDRA",68.3551536,18.4913635,"Molau 2010","Evergreen shrubs","Group",19,1995,2014,"1.12","2.52",1.4,0.073684211,"Ecological monitoring","t173","Europe","Increase","Tundra_increase"
"197","Tundra","Sweden","LOGH:LOGH2",62.10253,12.34458,"Vowles et al. 2017","Evergreen shrubs","Group",16,1995,2011,"6.4625","13.44642857",6.983928571,0.436495536,"Ecological monitoring","t174","Europe","Increase","Tundra_increase"
"198","Tundra","Sweden","LOGH:LOGH4",62.10253,12.34458,"Vowles et al. 2017","Evergreen shrubs","Group",16,1995,2011,"10.04791667","12.64791667",2.6,0.1625,"Ecological monitoring","t175","Europe","Increase","Tundra_increase"
"199","Tundra","Sweden","LOGH:LOGH5",62.10253,12.34458,"Vowles et al. 2017","Evergreen shrubs","Group",16,1995,2011,"8.967213115","8.4",-0.567213115,-0.03545082,"Ecological monitoring","t176","Europe","Decrease","Tundra_decrease"
"200","Tundra","Sweden","LORI:LORI1",62.11508,12.27236,"Vowles et al. 2017","Evergreen shrubs","Group",16,1995,2011,"14.67407407","24.7308642",10.05679012,0.628549383,"Ecological monitoring","t177","Europe","Increase","Tundra_increase"
"201","Tundra","Sweden","LORI:LORI3",62.11508,12.27236,"Vowles et al. 2017","Evergreen shrubs","Group",16,1995,2011,"8.515492958","26.53943662",18.02394366,1.126496479,"Ecological monitoring","t178","Europe","Increase","Tundra_increase"
